MeSH Headings	Freq	StartYear	EndYear	Database	TermType
FIRES	3	2000	2009	MEDLINE-WOS	mesh
FOOD GENETICALLY MODIFIED	3	2000	2009	MEDLINE-WOS	mesh
FOOD INDUSTRY	3	2000	2009	MEDLINE-WOS	mesh
FRAUD	3	2000	2009	MEDLINE-WOS	mesh
GEORGIA REPUBLIC	3	2000	2009	MEDLINE-WOS	mesh
GOVERNMENT PROGRAMS	3	2000	2009	MEDLINE-WOS	mesh
GROUP PROCESSES	3	2000	2009	MEDLINE-WOS	mesh
HEALTH CARE REFORM	3	2000	2009	MEDLINE-WOS	mesh
HEALTH EDUCATION DENTAL	3	2000	2009	MEDLINE-WOS	mesh
HEALTH SERVICES FOR THE AGED	3	2000	2009	MEDLINE-WOS	mesh
HEALTH SERVICES RESEARCH	3	2000	2009	MEDLINE-WOS	mesh
HUMAN BODY	3	2000	2009	MEDLINE-WOS	mesh
IMMUNIZATION	3	2000	2009	MEDLINE-WOS	mesh
IMMUNIZATION PROGRAMS	3	2000	2009	MEDLINE-WOS	mesh
INFANT CARE	3	2000	2009	MEDLINE-WOS	mesh
INFECTION CONTROL	3	2000	2009	MEDLINE-WOS	mesh
INFECTIOUS DISEASE TRANSMISSION VERTICAL	3	2000	2009	MEDLINE-WOS	mesh
INFORMATION SYSTEMS	3	2000	2009	MEDLINE-WOS	mesh
INHALATION EXPOSURE	3	2000	2009	MEDLINE-WOS	mesh
INHIBITION PSYCHOLOGY	3	2000	2009	MEDLINE-WOS	mesh
INSURANCE HEALTH	3	2000	2009	MEDLINE-WOS	mesh
INTERNAL EXTERNAL CONTROL	3	2000	2009	MEDLINE-WOS	mesh
INTERNATIONAL COOPERATION	3	2000	2009	MEDLINE-WOS	mesh
INTERNSHIP AND RESIDENCY	3	2000	2009	MEDLINE-WOS	mesh
INTERVIEW PSYCHOLOGICAL	3	2000	2009	MEDLINE-WOS	mesh
KENYA	3	2000	2009	MEDLINE-WOS	mesh
LONGITUDINAL STUDIES	3	2000	2009	MEDLINE-WOS	mesh
LUNG NEOPLASMS	3	2000	2009	MEDLINE-WOS	mesh
MALARIA	3	2000	2009	MEDLINE-WOS	mesh
MARITAL STATUS	3	2000	2009	MEDLINE-WOS	mesh
MASS BEHAVIOR	3	2000	2009	MEDLINE-WOS	mesh
MASSACHUSETTS	3	2000	2009	MEDLINE-WOS	mesh
MEASLES MUMPS RUBELLA VACCINE	3	2000	2009	MEDLINE-WOS	mesh
MEDICAID	3	2000	2009	MEDLINE-WOS	mesh
MEDICINE	3	2000	2009	MEDLINE-WOS	mesh
MEN S HEALTH	3	2000	2009	MEDLINE-WOS	mesh
MENTAL HEALTH SERVICES	3	2000	2009	MEDLINE-WOS	mesh
MIDDLE EAST	3	2000	2009	MEDLINE-WOS	mesh
MIDWIFERY	3	2000	2009	MEDLINE-WOS	mesh
NATIONAL HEALTH PROGRAMS	3	2000	2009	MEDLINE-WOS	mesh
NEW YORK CITY	3	2000	2009	MEDLINE-WOS	mesh
NORTH AMERICA	3	2000	2009	MEDLINE-WOS	mesh
NORWAY	3	2000	2009	MEDLINE-WOS	mesh
NURSING STAFF	3	2000	2009	MEDLINE-WOS	mesh
NUTRITIONAL REQUIREMENTS	3	2000	2009	MEDLINE-WOS	mesh
ODDS RATIO	3	2000	2009	MEDLINE-WOS	mesh
ONTARIO	3	2000	2009	MEDLINE-WOS	mesh
ORAL HEALTH	3	2000	2009	MEDLINE-WOS	mesh
ORGANIZATIONAL POLICY	3	2000	2009	MEDLINE-WOS	mesh
ORTHOPEDICS	3	2000	2009	MEDLINE-WOS	mesh
OWNERSHIP	3	2000	2009	MEDLINE-WOS	mesh
PAIN	3	2000	2009	MEDLINE-WOS	mesh
PARENT CHILD RELATIONS	3	2000	2009	MEDLINE-WOS	mesh
PATIENT DISCHARGE	3	2000	2009	MEDLINE-WOS	mesh
PATIENTS	3	2000	2009	MEDLINE-WOS	mesh
PEDIATRICS	3	2000	2009	MEDLINE-WOS	mesh
PERSONALITY	3	2000	2009	MEDLINE-WOS	mesh
PERSONNEL SELECTION	3	2000	2009	MEDLINE-WOS	mesh
PHARMACISTS	3	2000	2009	MEDLINE-WOS	mesh
PHYSICIAN S ROLE	3	2000	2009	MEDLINE-WOS	mesh
PIPERAZINES	3	2000	2009	MEDLINE-WOS	mesh
PLACEBO EFFECT	3	2000	2009	MEDLINE-WOS	mesh
POLAND	3	2000	2009	MEDLINE-WOS	mesh
POPULATION SURVEILLANCE	3	2000	2009	MEDLINE-WOS	mesh
POSTOPERATIVE COMPLICATIONS	3	2000	2009	MEDLINE-WOS	mesh
POVERTY AREAS	3	2000	2009	MEDLINE-WOS	mesh
PREDICTIVE VALUE OF TESTS	3	2000	2009	MEDLINE-WOS	mesh
HUMANS	1115	2010	2019	MEDLINE-WOS	mesh
FEMALE	501	2010	2019	MEDLINE-WOS	mesh
MALE	407	2010	2019	MEDLINE-WOS	mesh
ADULT	312	2010	2019	MEDLINE-WOS	mesh
COMMUNICATION	248	2010	2019	MEDLINE-WOS	mesh
YOUNG ADULT	235	2010	2019	MEDLINE-WOS	mesh
HEALTH KNOWLEDGE ATTITUDES PRACTICE	196	2010	2019	MEDLINE-WOS	mesh
MIDDLE AGED	187	2010	2019	MEDLINE-WOS	mesh
ADOLESCENT	185	2010	2019	MEDLINE-WOS	mesh
UNITED STATES	127	2010	2019	MEDLINE-WOS	mesh
SURVEYS AND QUESTIONNAIRES	110	2010	2019	MEDLINE-WOS	mesh
INTERNET	106	2010	2019	MEDLINE-WOS	mesh
SOCIAL MEDIA	105	2010	2019	MEDLINE-WOS	mesh
CHILD	103	2010	2019	MEDLINE-WOS	mesh
AGED	99	2010	2019	MEDLINE-WOS	mesh
MENTAL RECALL	78	2010	2019	MEDLINE-WOS	mesh
VACCINATION	77	2010	2019	MEDLINE-WOS	mesh
PREGNANCY	76	2010	2019	MEDLINE-WOS	mesh
INFORMATION DISSEMINATION	72	2010	2019	MEDLINE-WOS	mesh
QUALITATIVE RESEARCH	67	2010	2019	MEDLINE-WOS	mesh
PROPAGANDA	63	2010	2019	MEDLINE-WOS	mesh
CROSS SECTIONAL STUDIES	61	2010	2019	MEDLINE-WOS	mesh
HISTORY 20TH CENTURY	60	2010	2019	MEDLINE-WOS	mesh
CHILD PRESCHOOL	54	2010	2019	MEDLINE-WOS	mesh
HEALTH EDUCATION	53	2010	2019	MEDLINE-WOS	mesh
POLITICS	53	2010	2019	MEDLINE-WOS	mesh
DECEPTION	52	2010	2019	MEDLINE-WOS	mesh
PATIENT ACCEPTANCE OF HEALTH CARE	50	2010	2019	MEDLINE-WOS	mesh
INFANT	49	2010	2019	MEDLINE-WOS	mesh
ANIMALS	48	2010	2019	MEDLINE-WOS	mesh
MEMORY	48	2010	2019	MEDLINE-WOS	mesh
ATTITUDE TO HEALTH	47	2010	2019	MEDLINE-WOS	mesh
PUBLIC OPINION	46	2010	2019	MEDLINE-WOS	mesh
MASS MEDIA	44	2010	2019	MEDLINE-WOS	mesh
PATIENT EDUCATION AS TOPIC	44	2010	2019	MEDLINE-WOS	mesh
CHINA	43	2010	2019	MEDLINE-WOS	mesh
PUBLIC HEALTH	41	2010	2019	MEDLINE-WOS	mesh
FOCUS GROUPS	40	2010	2019	MEDLINE-WOS	mesh
PARENTS	39	2010	2019	MEDLINE-WOS	mesh
ATTITUDE OF HEALTH PERSONNEL	38	2010	2019	MEDLINE-WOS	mesh
INTERVIEWS AS TOPIC	37	2010	2019	MEDLINE-WOS	mesh
AGED 80 AND OVER	36	2010	2019	MEDLINE-WOS	mesh
SUGGESTION	35	2010	2019	MEDLINE-WOS	mesh
DECISION MAKING	34	2010	2019	MEDLINE-WOS	mesh
HEALTH PROMOTION	34	2010	2019	MEDLINE-WOS	mesh
CONSUMER HEALTH INFORMATION	33	2010	2019	MEDLINE-WOS	mesh
HEALTH SERVICES ACCESSIBILITY	32	2010	2019	MEDLINE-WOS	mesh
HEALTH PERSONNEL	31	2010	2019	MEDLINE-WOS	mesh
RECOGNITION PSYCHOLOGY	31	2010	2019	MEDLINE-WOS	mesh
RISK ASSESSMENT	30	2010	2019	MEDLINE-WOS	mesh
SOCIOECONOMIC FACTORS	30	2010	2019	MEDLINE-WOS	mesh
HIV INFECTIONS	29	2010	2019	MEDLINE-WOS	mesh
EMOTIONS	28	2010	2019	MEDLINE-WOS	mesh
TIME FACTORS	28	2010	2019	MEDLINE-WOS	mesh
VACCINES	28	2010	2019	MEDLINE-WOS	mesh
RISK FACTORS	27	2010	2019	MEDLINE-WOS	mesh
SOCIAL STIGMA	27	2010	2019	MEDLINE-WOS	mesh
INFANT NEWBORN	26	2010	2019	MEDLINE-WOS	mesh
REPRESSION PSYCHOLOGY	26	2010	2019	MEDLINE-WOS	mesh
AGE FACTORS	24	2010	2019	MEDLINE-WOS	mesh
ATTITUDE	24	2010	2019	MEDLINE-WOS	mesh
BIOMEDICAL RESEARCH	24	2010	2019	MEDLINE-WOS	mesh
COGNITION	23	2010	2019	MEDLINE-WOS	mesh
DISEASE OUTBREAKS	23	2010	2019	MEDLINE-WOS	mesh
EVIDENCE BASED MEDICINE	23	2010	2019	MEDLINE-WOS	mesh
PERCEPTION	23	2010	2019	MEDLINE-WOS	mesh
RETROSPECTIVE STUDIES	23	2010	2019	MEDLINE-WOS	mesh
INFLUENZA HUMAN	22	2010	2019	MEDLINE-WOS	mesh
PAPILLOMAVIRUS INFECTIONS	22	2010	2019	MEDLINE-WOS	mesh
PAPILLOMAVIRUS VACCINES	22	2010	2019	MEDLINE-WOS	mesh
SEXUAL BEHAVIOR	22	2010	2019	MEDLINE-WOS	mesh
UNITED KINGDOM	22	2010	2019	MEDLINE-WOS	mesh
CULTURE	21	2010	2019	MEDLINE-WOS	mesh
FEAR	21	2010	2019	MEDLINE-WOS	mesh
GERMANY	21	2010	2019	MEDLINE-WOS	mesh
TRUST	21	2010	2019	MEDLINE-WOS	mesh
ALGORITHMS	20	2010	2019	MEDLINE-WOS	mesh
HEALTH POLICY	20	2010	2019	MEDLINE-WOS	mesh
INFORMATION SEEKING BEHAVIOR	20	2010	2019	MEDLINE-WOS	mesh
JUDGMENT	20	2010	2019	MEDLINE-WOS	mesh
NEOPLASMS	20	2010	2019	MEDLINE-WOS	mesh
SCIENCE	20	2010	2019	MEDLINE-WOS	mesh
BRAZIL	19	2010	2019	MEDLINE-WOS	mesh
FAMILY PLANNING SERVICES	19	2010	2019	MEDLINE-WOS	mesh
HEALTH BEHAVIOR	19	2010	2019	MEDLINE-WOS	mesh
HISTORY 19TH CENTURY	19	2010	2019	MEDLINE-WOS	mesh
MASS SCREENING	19	2010	2019	MEDLINE-WOS	mesh
REPRODUCIBILITY OF RESULTS	19	2010	2019	MEDLINE-WOS	mesh
ADVERTISING AS TOPIC	18	2010	2019	MEDLINE-WOS	mesh
ANALYSIS OF VARIANCE	18	2010	2019	MEDLINE-WOS	mesh
CONTRACEPTION	18	2010	2019	MEDLINE-WOS	mesh
INFLUENZA VACCINES	18	2010	2019	MEDLINE-WOS	mesh
PRACTICE GUIDELINES AS TOPIC	18	2010	2019	MEDLINE-WOS	mesh
RURAL POPULATION	18	2010	2019	MEDLINE-WOS	mesh
STUDENTS	18	2010	2019	MEDLINE-WOS	mesh
ATTENTION	17	2010	2019	MEDLINE-WOS	mesh
BREAST NEOPLASMS	17	2010	2019	MEDLINE-WOS	mesh
FRANCE	17	2010	2019	MEDLINE-WOS	mesh
RETENTION PSYCHOLOGY	17	2010	2019	MEDLINE-WOS	mesh
SOCIAL SUPPORT	17	2010	2019	MEDLINE-WOS	mesh
DELIVERY OF HEALTH CARE	16	2010	2019	MEDLINE-WOS	mesh
FAMILY	16	2010	2019	MEDLINE-WOS	mesh
HEMORRHAGIC FEVER EBOLA	16	2010	2019	MEDLINE-WOS	mesh
KNOWLEDGE	16	2010	2019	MEDLINE-WOS	mesh
PHYSICIAN PATIENT RELATIONS	16	2010	2019	MEDLINE-WOS	mesh
PHYSICIANS	16	2010	2019	MEDLINE-WOS	mesh
PREVALENCE	16	2010	2019	MEDLINE-WOS	mesh
SOCIAL NETWORKING	16	2010	2019	MEDLINE-WOS	mesh
TREATMENT OUTCOME	16	2010	2019	MEDLINE-WOS	mesh
COMMUNICATIONS MEDIA	15	2010	2019	MEDLINE-WOS	mesh
DATA COLLECTION	15	2010	2019	MEDLINE-WOS	mesh
MOTION PICTURES	15	2010	2019	MEDLINE-WOS	mesh
PERIODICALS AS TOPIC	15	2010	2019	MEDLINE-WOS	mesh
TRUTH DISCLOSURE	15	2010	2019	MEDLINE-WOS	mesh
ABORTION INDUCED	14	2010	2019	MEDLINE-WOS	mesh
CAREGIVERS	14	2010	2019	MEDLINE-WOS	mesh
CHOICE BEHAVIOR	14	2010	2019	MEDLINE-WOS	mesh
DRUG INDUSTRY	14	2010	2019	MEDLINE-WOS	mesh
EARLY DETECTION OF CANCER	14	2010	2019	MEDLINE-WOS	mesh
EUROPE	14	2010	2019	MEDLINE-WOS	mesh
LEARNING	14	2010	2019	MEDLINE-WOS	mesh
MOTHERS	14	2010	2019	MEDLINE-WOS	mesh
PILOT PROJECTS	14	2010	2019	MEDLINE-WOS	mesh
PROFESSIONAL PATIENT RELATIONS	14	2010	2019	MEDLINE-WOS	mesh
SMOKING	14	2010	2019	MEDLINE-WOS	mesh
COMPREHENSION	13	2010	2019	MEDLINE-WOS	mesh
CUES	13	2010	2019	MEDLINE-WOS	mesh
DIET	13	2010	2019	MEDLINE-WOS	mesh
HEALTH SERVICES NEEDS AND DEMAND	13	2010	2019	MEDLINE-WOS	mesh
IMMUNIZATION PROGRAMS	13	2010	2019	MEDLINE-WOS	mesh
ITALY	13	2010	2019	MEDLINE-WOS	mesh
MEMORY EPISODIC	13	2010	2019	MEDLINE-WOS	mesh
PHOTIC STIMULATION	13	2010	2019	MEDLINE-WOS	mesh
RESEARCH DESIGN	13	2010	2019	MEDLINE-WOS	mesh
RUSSIA	13	2010	2019	MEDLINE-WOS	mesh
SOCIAL PERCEPTION	13	2010	2019	MEDLINE-WOS	mesh
UTERINE CERVICAL NEOPLASMS	13	2010	2019	MEDLINE-WOS	mesh
VIDEO RECORDING	13	2010	2019	MEDLINE-WOS	mesh
ACCESS TO INFORMATION	12	2010	2019	MEDLINE-WOS	mesh
INDIA	12	2010	2019	MEDLINE-WOS	mesh
LANGUAGE	12	2010	2019	MEDLINE-WOS	mesh
PATIENT COMPLIANCE	12	2010	2019	MEDLINE-WOS	mesh
RISK	12	2010	2019	MEDLINE-WOS	mesh
SEARCH ENGINE	12	2010	2019	MEDLINE-WOS	mesh
UNIVERSITIES	12	2010	2019	MEDLINE-WOS	mesh
AFRICAN AMERICANS	11	2010	2019	MEDLINE-WOS	mesh
ALCOHOL DRINKING	11	2010	2019	MEDLINE-WOS	mesh
AUSTRALIA	11	2010	2019	MEDLINE-WOS	mesh
BREAST FEEDING	11	2010	2019	MEDLINE-WOS	mesh
COMMERCE	11	2010	2019	MEDLINE-WOS	mesh
CONTRACEPTION BEHAVIOR	11	2010	2019	MEDLINE-WOS	mesh
HEALTH CARE SURVEYS	11	2010	2019	MEDLINE-WOS	mesh
HEALTH COMMUNICATION	11	2010	2019	MEDLINE-WOS	mesh
HEALTH LITERACY	11	2010	2019	MEDLINE-WOS	mesh
INTERPERSONAL RELATIONS	11	2010	2019	MEDLINE-WOS	mesh
LIFE STYLE	11	2010	2019	MEDLINE-WOS	mesh
MEDICATION ADHERENCE	11	2010	2019	MEDLINE-WOS	mesh
MILITARY PERSONNEL	11	2010	2019	MEDLINE-WOS	mesh
PREJUDICE	11	2010	2019	MEDLINE-WOS	mesh
PROSPECTIVE STUDIES	11	2010	2019	MEDLINE-WOS	mesh
SOCIAL BEHAVIOR	11	2010	2019	MEDLINE-WOS	mesh
TELEVISION	11	2010	2019	MEDLINE-WOS	mesh
UGANDA	11	2010	2019	MEDLINE-WOS	mesh
VISUAL PERCEPTION	11	2010	2019	MEDLINE-WOS	mesh
ADAPTATION PSYCHOLOGICAL	10	2010	2019	MEDLINE-WOS	mesh
ANTI BACTERIAL AGENTS	10	2010	2019	MEDLINE-WOS	mesh
ETHNIC GROUPS	10	2010	2019	MEDLINE-WOS	mesh
GLOBAL HEALTH	10	2010	2019	MEDLINE-WOS	mesh
HISTORY 21ST CENTURY	10	2010	2019	MEDLINE-WOS	mesh
INFORMED CONSENT	10	2010	2019	MEDLINE-WOS	mesh
MENTAL DISORDERS	10	2010	2019	MEDLINE-WOS	mesh
MODELS THEORETICAL	10	2010	2019	MEDLINE-WOS	mesh
MOTIVATION	10	2010	2019	MEDLINE-WOS	mesh
NARRATION	10	2010	2019	MEDLINE-WOS	mesh
PANDEMICS	10	2010	2019	MEDLINE-WOS	mesh
QUALITY OF LIFE	10	2010	2019	MEDLINE-WOS	mesh
SOCIETIES MEDICAL	10	2010	2019	MEDLINE-WOS	mesh
TISSUE AND ORGAN PROCUREMENT	10	2010	2019	MEDLINE-WOS	mesh
BIAS	9	2010	2019	MEDLINE-WOS	mesh
CARDIOVASCULAR DISEASES	9	2010	2019	MEDLINE-WOS	mesh
DEVELOPING COUNTRIES	9	2010	2019	MEDLINE-WOS	mesh
INFLUENZA A VIRUS H1N1 SUBTYPE	9	2010	2019	MEDLINE-WOS	mesh
INSURANCE HEALTH	9	2010	2019	MEDLINE-WOS	mesh
INTERNATIONALITY	9	2010	2019	MEDLINE-WOS	mesh
LOGISTIC MODELS	9	2010	2019	MEDLINE-WOS	mesh
MARKETING	9	2010	2019	MEDLINE-WOS	mesh
MEDICAL INFORMATICS	9	2010	2019	MEDLINE-WOS	mesh
NEUROPSYCHOLOGICAL TESTS	9	2010	2019	MEDLINE-WOS	mesh
PROGRAM EVALUATION	9	2010	2019	MEDLINE-WOS	mesh
RESEARCH	9	2010	2019	MEDLINE-WOS	mesh
RESEARCH PERSONNEL	9	2010	2019	MEDLINE-WOS	mesh
SCIENTIFIC MISCONDUCT	9	2010	2019	MEDLINE-WOS	mesh
SELF CONCEPT	9	2010	2019	MEDLINE-WOS	mesh
SMOKING CESSATION	9	2010	2019	MEDLINE-WOS	mesh
SOUTH AFRICA	9	2010	2019	MEDLINE-WOS	mesh
STEREOTYPING	9	2010	2019	MEDLINE-WOS	mesh
STRESS PSYCHOLOGICAL	9	2010	2019	MEDLINE-WOS	mesh
URBAN POPULATION	9	2010	2019	MEDLINE-WOS	mesh
AGING	8	2010	2019	MEDLINE-WOS	mesh
ANXIETY	8	2010	2019	MEDLINE-WOS	mesh
AWARENESS	8	2010	2019	MEDLINE-WOS	mesh
BRAIN	8	2010	2019	MEDLINE-WOS	mesh
CANADA	8	2010	2019	MEDLINE-WOS	mesh
COUNSELING	8	2010	2019	MEDLINE-WOS	mesh
DISSENT AND DISPUTES	8	2010	2019	MEDLINE-WOS	mesh
GHANA	8	2010	2019	MEDLINE-WOS	mesh
HEALTH SURVEYS	8	2010	2019	MEDLINE-WOS	mesh
HOMOSEXUALITY MALE	8	2010	2019	MEDLINE-WOS	mesh
INCIDENCE	8	2010	2019	MEDLINE-WOS	mesh
NATIONAL SOCIALISM	8	2010	2019	MEDLINE-WOS	mesh
NEWSPAPERS AS TOPIC	8	2010	2019	MEDLINE-WOS	mesh
NIGERIA	8	2010	2019	MEDLINE-WOS	mesh
PATIENT SAFETY	8	2010	2019	MEDLINE-WOS	mesh
POVERTY	8	2010	2019	MEDLINE-WOS	mesh
PREGNANCY COMPLICATIONS	8	2010	2019	MEDLINE-WOS	mesh
PRIMARY HEALTH CARE	8	2010	2019	MEDLINE-WOS	mesh
PROGNOSIS	8	2010	2019	MEDLINE-WOS	mesh
QUALITY OF HEALTH CARE	8	2010	2019	MEDLINE-WOS	mesh
READING	8	2010	2019	MEDLINE-WOS	mesh
RESIDENCE CHARACTERISTICS	8	2010	2019	MEDLINE-WOS	mesh
SCHOOLS	8	2010	2019	MEDLINE-WOS	mesh
SPAIN	8	2010	2019	MEDLINE-WOS	mesh
TREATMENT REFUSAL	8	2010	2019	MEDLINE-WOS	mesh
TUBERCULOSIS	8	2010	2019	MEDLINE-WOS	mesh
WOMEN S HEALTH	8	2010	2019	MEDLINE-WOS	mesh
ABORTION LEGAL	7	2010	2019	MEDLINE-WOS	mesh
ANALGESICS OPIOID	7	2010	2019	MEDLINE-WOS	mesh
AUTISTIC DISORDER	7	2010	2019	MEDLINE-WOS	mesh
BLOGGING	7	2010	2019	MEDLINE-WOS	mesh
CHILD DEVELOPMENT	7	2010	2019	MEDLINE-WOS	mesh
CLIMATE CHANGE	7	2010	2019	MEDLINE-WOS	mesh
CLINICAL TRIALS AS TOPIC	7	2010	2019	MEDLINE-WOS	mesh
COMPUTER SIMULATION	7	2010	2019	MEDLINE-WOS	mesh
CONFLICT OF INTEREST	7	2010	2019	MEDLINE-WOS	mesh
COOPERATIVE BEHAVIOR	7	2010	2019	MEDLINE-WOS	mesh
CRIME	7	2010	2019	MEDLINE-WOS	mesh
CULTURAL CHARACTERISTICS	7	2010	2019	MEDLINE-WOS	mesh
EMIGRANTS AND IMMIGRANTS	7	2010	2019	MEDLINE-WOS	mesh
FOLLOW UP STUDIES	7	2010	2019	MEDLINE-WOS	mesh
FOOD INDUSTRY	7	2010	2019	MEDLINE-WOS	mesh
HISPANIC AMERICANS	7	2010	2019	MEDLINE-WOS	mesh
INDIVIDUALITY	7	2010	2019	MEDLINE-WOS	mesh
INTERNSHIP AND RESIDENCY	7	2010	2019	MEDLINE-WOS	mesh
IRELAND	7	2010	2019	MEDLINE-WOS	mesh
MAGNETIC RESONANCE IMAGING	7	2010	2019	MEDLINE-WOS	mesh
MARKETING OF HEALTH SERVICES	7	2010	2019	MEDLINE-WOS	mesh
MEASLES	7	2010	2019	MEDLINE-WOS	mesh
MODELS PSYCHOLOGICAL	7	2010	2019	MEDLINE-WOS	mesh
OBESITY	7	2010	2019	MEDLINE-WOS	mesh
PAPILLOMAVIRIDAE	7	2010	2019	MEDLINE-WOS	mesh
PARENT CHILD RELATIONS	7	2010	2019	MEDLINE-WOS	mesh
PATIENT SATISFACTION	7	2010	2019	MEDLINE-WOS	mesh
PATIENT SELECTION	7	2010	2019	MEDLINE-WOS	mesh
PATIENTS	7	2010	2019	MEDLINE-WOS	mesh
PEDIATRICS	7	2010	2019	MEDLINE-WOS	mesh
PERSUASIVE COMMUNICATION	7	2010	2019	MEDLINE-WOS	mesh
PHOTOGRAPHY	7	2010	2019	MEDLINE-WOS	mesh
POLIOMYELITIS	7	2010	2019	MEDLINE-WOS	mesh
PRENATAL CARE	7	2010	2019	MEDLINE-WOS	mesh
PROFESSIONAL FAMILY RELATIONS	7	2010	2019	MEDLINE-WOS	mesh
PUBLIC POLICY	7	2010	2019	MEDLINE-WOS	mesh
PUBLISHING	7	2010	2019	MEDLINE-WOS	mesh
RISK REDUCTION BEHAVIOR	7	2010	2019	MEDLINE-WOS	mesh
SEMANTICS	7	2010	2019	MEDLINE-WOS	mesh
SOCIAL IDENTIFICATION	7	2010	2019	MEDLINE-WOS	mesh
STUDENTS MEDICAL	7	2010	2019	MEDLINE-WOS	mesh
STUDENTS NURSING	7	2010	2019	MEDLINE-WOS	mesh
SURVIVORS	7	2010	2019	MEDLINE-WOS	mesh
TERRORISM	7	2010	2019	MEDLINE-WOS	mesh
TESTOSTERONE	7	2010	2019	MEDLINE-WOS	mesh
UNCERTAINTY	7	2010	2019	MEDLINE-WOS	mesh
VACCINATION REFUSAL	7	2010	2019	MEDLINE-WOS	mesh
ACQUIRED IMMUNODEFICIENCY SYNDROME	6	2010	2019	MEDLINE-WOS	mesh
AFRICA WESTERN	6	2010	2019	MEDLINE-WOS	mesh
ANTI VACCINATION MOVEMENT	6	2010	2019	MEDLINE-WOS	mesh
AROUSAL	6	2010	2019	MEDLINE-WOS	mesh
AUDITORY PERCEPTION	6	2010	2019	MEDLINE-WOS	mesh
COMMUNITY BASED PARTICIPATORY RESEARCH	6	2010	2019	MEDLINE-WOS	mesh
CONGRESSES AS TOPIC	6	2010	2019	MEDLINE-WOS	mesh
CONSERVATION OF NATURAL RESOURCES	6	2010	2019	MEDLINE-WOS	mesh
CONSUMER ADVOCACY	6	2010	2019	MEDLINE-WOS	mesh
CONTRACEPTION POSTCOITAL	6	2010	2019	MEDLINE-WOS	mesh
CULTURAL DIVERSITY	6	2010	2019	MEDLINE-WOS	mesh
CURRICULUM	6	2010	2019	MEDLINE-WOS	mesh
DEPRESSION	6	2010	2019	MEDLINE-WOS	mesh
DEPRESSIVE DISORDER	6	2010	2019	MEDLINE-WOS	mesh
DISCLOSURE	6	2010	2019	MEDLINE-WOS	mesh
EDUCATION MEDICAL CONTINUING	6	2010	2019	MEDLINE-WOS	mesh
EDUCATIONAL STATUS	6	2010	2019	MEDLINE-WOS	mesh
EMERGENCY SERVICE HOSPITAL	6	2010	2019	MEDLINE-WOS	mesh
EPIDEMICS	6	2010	2019	MEDLINE-WOS	mesh
EXERCISE	6	2010	2019	MEDLINE-WOS	mesh
FEASIBILITY STUDIES	6	2010	2019	MEDLINE-WOS	mesh
FEEDING BEHAVIOR	6	2010	2019	MEDLINE-WOS	mesh
FERTILITY	6	2010	2019	MEDLINE-WOS	mesh
FORECASTING	6	2010	2019	MEDLINE-WOS	mesh
GOVERNMENT REGULATION	6	2010	2019	MEDLINE-WOS	mesh
GUIDELINE ADHERENCE	6	2010	2019	MEDLINE-WOS	mesh
HEALTH CARE REFORM	6	2010	2019	MEDLINE-WOS	mesh
HEALTH STATUS	6	2010	2019	MEDLINE-WOS	mesh
HISTORY ANCIENT	6	2010	2019	MEDLINE-WOS	mesh
HOSPITALIZATION	6	2010	2019	MEDLINE-WOS	mesh
INTERNATIONAL COOPERATION	6	2010	2019	MEDLINE-WOS	mesh
INTERVIEW PSYCHOLOGICAL	6	2010	2019	MEDLINE-WOS	mesh
ISLAM	6	2010	2019	MEDLINE-WOS	mesh
LEADERSHIP	6	2010	2019	MEDLINE-WOS	mesh
LYME DISEASE	6	2010	2019	MEDLINE-WOS	mesh
MAMMOGRAPHY	6	2010	2019	MEDLINE-WOS	mesh
MATERNAL HEALTH SERVICES	6	2010	2019	MEDLINE-WOS	mesh
MEASLES MUMPS RUBELLA VACCINE	6	2010	2019	MEDLINE-WOS	mesh
MEMORY DISORDERS	6	2010	2019	MEDLINE-WOS	mesh
MEMORY SHORT TERM	6	2010	2019	MEDLINE-WOS	mesh
MENTAL HEALTH	6	2010	2019	MEDLINE-WOS	mesh
MILITARY MEDICINE	6	2010	2019	MEDLINE-WOS	mesh
NEW ZEALAND	6	2010	2019	MEDLINE-WOS	mesh
OPIOID RELATED DISORDERS	6	2010	2019	MEDLINE-WOS	mesh
PAKISTAN	6	2010	2019	MEDLINE-WOS	mesh
PEER GROUP	6	2010	2019	MEDLINE-WOS	mesh
PRACTICE PATTERNS PHYSICIANS	6	2010	2019	MEDLINE-WOS	mesh
PROSTATIC NEOPLASMS	6	2010	2019	MEDLINE-WOS	mesh
RACISM	6	2010	2019	MEDLINE-WOS	mesh
RANDOMIZED CONTROLLED TRIALS AS TOPIC	6	2010	2019	MEDLINE-WOS	mesh
REFERRAL AND CONSULTATION	6	2010	2019	MEDLINE-WOS	mesh
REPRODUCTIVE HEALTH	6	2010	2019	MEDLINE-WOS	mesh
RISK TAKING	6	2010	2019	MEDLINE-WOS	mesh
SMOKING PREVENTION	6	2010	2019	MEDLINE-WOS	mesh
SOCIAL RESPONSIBILITY	6	2010	2019	MEDLINE-WOS	mesh
SUBSTANCE RELATED DISORDERS	6	2010	2019	MEDLINE-WOS	mesh
TERMINOLOGY AS TOPIC	6	2010	2019	MEDLINE-WOS	mesh
TRANSIENTS AND MIGRANTS	6	2010	2019	MEDLINE-WOS	mesh
