Term	Freq	StartYear	EndYear	Database	Platform	TermType
cosgrove, ellen	1	1990	1999	LISTA	Ebsco	Subject
critical thinking	1	1990	1999	LISTA	Ebsco	Subject
cuba	1	1990	1999	LISTA	Ebsco	Subject
culture	1	1990	1999	LISTA	Ebsco	Subject
databases	1	1990	1999	LISTA	Ebsco	Subject
deceiver, the (book)	1	1990	1999	LISTA	Ebsco	Subject
deregulation	1	1990	1999	LISTA	Ebsco	Subject
directories	1	1990	1999	LISTA	Ebsco	Subject
education	1	1990	1999	LISTA	Ebsco	Subject
educational films	1	1990	1999	LISTA	Ebsco	Subject
electronic journals	1	1990	1999	LISTA	Ebsco	Subject
electronic publishing -- law & legislation	1	1990	1999	LISTA	Ebsco	Subject
email systems	1	1990	1999	LISTA	Ebsco	Subject
endowments	1	1990	1999	LISTA	Ebsco	Subject
enlightenment & the shadows of chance (book)	1	1990	1999	LISTA	Ebsco	Subject
fialka, john j.	1	1990	1999	LISTA	Ebsco	Subject
fiction	1	1990	1999	LISTA	Ebsco	Subject
film adaptations	1	1990	1999	LISTA	Ebsco	Subject
for you, lili marlene (book)	1	1990	1999	LISTA	Ebsco	Subject
france	1	1990	1999	LISTA	Ebsco	Subject
freedom of information	1	1990	1999	LISTA	Ebsco	Subject
fujitsu ltd.	1	1990	1999	LISTA	Ebsco	Subject
gecko tails (book)	1	1990	1999	LISTA	Ebsco	Subject
german occupation of norway, 1940-1945	1	1990	1999	LISTA	Ebsco	Subject
nonfiction	122	2000	2009	LISTA	Ebsco	Subject
propaganda	61	2000	2009	LISTA	Ebsco	Subject
common fallacies	38	2000	2009	LISTA	Ebsco	Subject
internet	35	2000	2009	LISTA	Ebsco	Subject
united states	28	2000	2009	LISTA	Ebsco	Subject
websites	24	2000	2009	LISTA	Ebsco	Subject
computer network resources	15	2000	2009	LISTA	Ebsco	Subject
great britain	14	2000	2009	LISTA	Ebsco	Subject
mass media	12	2000	2009	LISTA	Ebsco	Subject
fiction	9	2000	2009	LISTA	Ebsco	Subject
information science	9	2000	2009	LISTA	Ebsco	Subject
books	8	2000	2009	LISTA	Ebsco	Subject
electronic information resources	8	2000	2009	LISTA	Ebsco	Subject
information resources	8	2000	2009	LISTA	Ebsco	Subject
libraries	8	2000	2009	LISTA	Ebsco	Subject
online information services	8	2000	2009	LISTA	Ebsco	Subject
library science	7	2000	2009	LISTA	Ebsco	Subject
publishers & publishing	7	2000	2009	LISTA	Ebsco	Subject
associations, institutions, etc.	6	2000	2009	LISTA	Ebsco	Subject
books -- reviews	6	2000	2009	LISTA	Ebsco	Subject
electronic encyclopedias	6	2000	2009	LISTA	Ebsco	Subject
librarians	6	2000	2009	LISTA	Ebsco	Subject
web of deception (book)	6	2000	2009	LISTA	Ebsco	Subject
world war ii	6	2000	2009	LISTA	Ebsco	Subject
anti-israeli propaganda	5	2000	2009	LISTA	Ebsco	Subject
censorship	5	2000	2009	LISTA	Ebsco	Subject
china	5	2000	2009	LISTA	Ebsco	Subject
conason, joe	5	2000	2009	LISTA	Ebsco	Subject
education	5	2000	2009	LISTA	Ebsco	Subject
germany	5	2000	2009	LISTA	Ebsco	Subject
letters to the editor	5	2000	2009	LISTA	Ebsco	Subject
persuasion (psychology)	5	2000	2009	LISTA	Ebsco	Subject
political science	5	2000	2009	LISTA	Ebsco	Subject
russia	5	2000	2009	LISTA	Ebsco	Subject
universities & colleges	5	2000	2009	LISTA	Ebsco	Subject
war	5	2000	2009	LISTA	Ebsco	Subject
world wide web	5	2000	2009	LISTA	Ebsco	Subject
axelrod, alan	4	2000	2009	LISTA	Ebsco	Subject
big lies (book)	4	2000	2009	LISTA	Ebsco	Subject
business information services	4	2000	2009	LISTA	Ebsco	Subject
disinformation	4	2000	2009	LISTA	Ebsco	Subject
ethics	4	2000	2009	LISTA	Ebsco	Subject
evaluation	4	2000	2009	LISTA	Ebsco	Subject
exhibitions	4	2000	2009	LISTA	Ebsco	Subject
freedom of information	4	2000	2009	LISTA	Ebsco	Subject
information literacy	4	2000	2009	LISTA	Ebsco	Subject
information services	4	2000	2009	LISTA	Ebsco	Subject
information technology	4	2000	2009	LISTA	Ebsco	Subject
journalism	4	2000	2009	LISTA	Ebsco	Subject
knowledge management	4	2000	2009	LISTA	Ebsco	Subject
monumental propaganda (book)	4	2000	2009	LISTA	Ebsco	Subject
netherlands	4	2000	2009	LISTA	Ebsco	Subject
religion	4	2000	2009	LISTA	Ebsco	Subject
research	4	2000	2009	LISTA	Ebsco	Subject
terrorism	4	2000	2009	LISTA	Ebsco	Subject
terrorists	4	2000	2009	LISTA	Ebsco	Subject
truthfulness & falsehood	4	2000	2009	LISTA	Ebsco	Subject
voinovich, vladimir, 1932-2018	4	2000	2009	LISTA	Ebsco	Subject
access to information	3	2000	2009	LISTA	Ebsco	Subject
bibliography (documentation)	3	2000	2009	LISTA	Ebsco	Subject
book industry	3	2000	2009	LISTA	Ebsco	Subject
bush, george w. (george walker), 1946-	3	2000	2009	LISTA	Ebsco	Subject
database searching	3	2000	2009	LISTA	Ebsco	Subject
deception	3	2000	2009	LISTA	Ebsco	Subject
democracy	3	2000	2009	LISTA	Ebsco	Subject
dvd-video discs	3	2000	2009	LISTA	Ebsco	Subject
electronic discussion groups	3	2000	2009	LISTA	Ebsco	Subject
email	3	2000	2009	LISTA	Ebsco	Subject
england	3	2000	2009	LISTA	Ebsco	Subject
errors, popular	3	2000	2009	LISTA	Ebsco	Subject
fraud	3	2000	2009	LISTA	Ebsco	Subject
historical research	3	2000	2009	LISTA	Ebsco	Subject
history	3	2000	2009	LISTA	Ebsco	Subject
information dissemination	3	2000	2009	LISTA	Ebsco	Subject
information retrieval	3	2000	2009	LISTA	Ebsco	Subject
iraq war, 2003-2011	3	2000	2009	LISTA	Ebsco	Subject
israel	3	2000	2009	LISTA	Ebsco	Subject
literature reviews	3	2000	2009	LISTA	Ebsco	Subject
mass media & propaganda	3	2000	2009	LISTA	Ebsco	Subject
medical communication	3	2000	2009	LISTA	Ebsco	Subject
methodology	3	2000	2009	LISTA	Ebsco	Subject
motion pictures	3	2000	2009	LISTA	Ebsco	Subject
music	3	2000	2009	LISTA	Ebsco	Subject
national socialism	3	2000	2009	LISTA	Ebsco	Subject
periodicals	3	2000	2009	LISTA	Ebsco	Subject
political communication	3	2000	2009	LISTA	Ebsco	Subject
political participation	3	2000	2009	LISTA	Ebsco	Subject
popular culture	3	2000	2009	LISTA	Ebsco	Subject
public opinion	3	2000	2009	LISTA	Ebsco	Subject
quality	3	2000	2009	LISTA	Ebsco	Subject
school librarians	3	2000	2009	LISTA	Ebsco	Subject
scientists	3	2000	2009	LISTA	Ebsco	Subject
september 11 terrorist attacks, 2001	3	2000	2009	LISTA	Ebsco	Subject
serial publications	3	2000	2009	LISTA	Ebsco	Subject
south africa	3	2000	2009	LISTA	Ebsco	Subject
technological innovations	3	2000	2009	LISTA	Ebsco	Subject
telecommunication	3	2000	2009	LISTA	Ebsco	Subject
theory of knowledge	3	2000	2009	LISTA	Ebsco	Subject
wikis (computer science)	3	2000	2009	LISTA	Ebsco	Subject
activists	2	2000	2009	LISTA	Ebsco	Subject
nonfiction	207	2010	2019	LISTA	Ebsco	Subject
fake news	182	2010	2019	LISTA	Ebsco	Subject
social media	94	2010	2019	LISTA	Ebsco	Subject
information literacy	71	2010	2019	LISTA	Ebsco	Subject
common fallacies	57	2010	2019	LISTA	Ebsco	Subject
propaganda	55	2010	2019	LISTA	Ebsco	Subject
press	41	2010	2019	LISTA	Ebsco	Subject
librarians	40	2010	2019	LISTA	Ebsco	Subject
deception	33	2010	2019	LISTA	Ebsco	Subject
united states	31	2010	2019	LISTA	Ebsco	Subject
internet	26	2010	2019	LISTA	Ebsco	Subject
information resources	22	2010	2019	LISTA	Ebsco	Subject
mass media	22	2010	2019	LISTA	Ebsco	Subject
media literacy	19	2010	2019	LISTA	Ebsco	Subject
history	18	2010	2019	LISTA	Ebsco	Subject
information resources management	18	2010	2019	LISTA	Ebsco	Subject
online social networks	18	2010	2019	LISTA	Ebsco	Subject
communication	16	2010	2019	LISTA	Ebsco	Subject
library science	16	2010	2019	LISTA	Ebsco	Subject
information science	15	2010	2019	LISTA	Ebsco	Subject
publishers & publishing	14	2010	2019	LISTA	Ebsco	Subject
twitter (web resource)	14	2010	2019	LISTA	Ebsco	Subject
access to information	13	2010	2019	LISTA	Ebsco	Subject
bunk: the rise of hoaxes, humbug, plagiarists, phonies, post-facts & fake news (book)	13	2010	2019	LISTA	Ebsco	Subject
democracy	13	2010	2019	LISTA	Ebsco	Subject
facebook (web resource)	13	2010	2019	LISTA	Ebsco	Subject
search engines	13	2010	2019	LISTA	Ebsco	Subject
trust	13	2010	2019	LISTA	Ebsco	Subject
world wide web	13	2010	2019	LISTA	Ebsco	Subject
computer network resources	12	2010	2019	LISTA	Ebsco	Subject
information technology	12	2010	2019	LISTA	Ebsco	Subject
libraries	12	2010	2019	LISTA	Ebsco	Subject
public libraries	12	2010	2019	LISTA	Ebsco	Subject
american library association	11	2010	2019	LISTA	Ebsco	Subject
fiction	11	2010	2019	LISTA	Ebsco	Subject
school librarians	11	2010	2019	LISTA	Ebsco	Subject
school libraries	11	2010	2019	LISTA	Ebsco	Subject
academic libraries	10	2010	2019	LISTA	Ebsco	Subject
conferences & conventions	10	2010	2019	LISTA	Ebsco	Subject
education	10	2010	2019	LISTA	Ebsco	Subject
practical politics	10	2010	2019	LISTA	Ebsco	Subject
college students	9	2010	2019	LISTA	Ebsco	Subject
information-seeking behavior	9	2010	2019	LISTA	Ebsco	Subject
academic librarians	8	2010	2019	LISTA	Ebsco	Subject
artificial intelligence	8	2010	2019	LISTA	Ebsco	Subject
disinformation	8	2010	2019	LISTA	Ebsco	Subject
great britain	8	2010	2019	LISTA	Ebsco	Subject
information services	8	2010	2019	LISTA	Ebsco	Subject
trump, donald, 1946-	8	2010	2019	LISTA	Ebsco	Subject
websites	8	2010	2019	LISTA	Ebsco	Subject
world war i	8	2010	2019	LISTA	Ebsco	Subject
world war ii	8	2010	2019	LISTA	Ebsco	Subject
algorithms	7	2010	2019	LISTA	Ebsco	Subject
information sharing	7	2010	2019	LISTA	Ebsco	Subject
library associations	7	2010	2019	LISTA	Ebsco	Subject
open access publishing	7	2010	2019	LISTA	Ebsco	Subject
political communication	7	2010	2019	LISTA	Ebsco	Subject
social networks	7	2010	2019	LISTA	Ebsco	Subject
technological innovations	7	2010	2019	LISTA	Ebsco	Subject
twentieth century	7	2010	2019	LISTA	Ebsco	Subject
accuracy in journalism	6	2010	2019	LISTA	Ebsco	Subject
attribution of news	6	2010	2019	LISTA	Ebsco	Subject
critical thinking	6	2010	2019	LISTA	Ebsco	Subject
government policy	6	2010	2019	LISTA	Ebsco	Subject
information dissemination	6	2010	2019	LISTA	Ebsco	Subject
information literacy education	6	2010	2019	LISTA	Ebsco	Subject
information retrieval	6	2010	2019	LISTA	Ebsco	Subject
journalism	6	2010	2019	LISTA	Ebsco	Subject
libraries -- united states	6	2010	2019	LISTA	Ebsco	Subject
library conferences	6	2010	2019	LISTA	Ebsco	Subject
machine learning	6	2010	2019	LISTA	Ebsco	Subject
newspapers	6	2010	2019	LISTA	Ebsco	Subject
presidential elections	6	2010	2019	LISTA	Ebsco	Subject
privacy	6	2010	2019	LISTA	Ebsco	Subject
public opinion	6	2010	2019	LISTA	Ebsco	Subject
students	6	2010	2019	LISTA	Ebsco	Subject
technology	6	2010	2019	LISTA	Ebsco	Subject
truthfulness & falsehood	6	2010	2019	LISTA	Ebsco	Subject
universities & colleges	6	2010	2019	LISTA	Ebsco	Subject
advertising	5	2010	2019	LISTA	Ebsco	Subject
audiobooks	5	2010	2019	LISTA	Ebsco	Subject
decision making	5	2010	2019	LISTA	Ebsco	Subject
digital preservation	5	2010	2019	LISTA	Ebsco	Subject
ethics	5	2010	2019	LISTA	Ebsco	Subject
facebook inc.	5	2010	2019	LISTA	Ebsco	Subject
google inc.	5	2010	2019	LISTA	Ebsco	Subject
information & communication technologies	5	2010	2019	LISTA	Ebsco	Subject
information professionals	5	2010	2019	LISTA	Ebsco	Subject
librarians -- united states	5	2010	2019	LISTA	Ebsco	Subject
library users	5	2010	2019	LISTA	Ebsco	Subject
metadata	5	2010	2019	LISTA	Ebsco	Subject
occupational roles	5	2010	2019	LISTA	Ebsco	Subject
online information services	5	2010	2019	LISTA	Ebsco	Subject
psychology of librarians	5	2010	2019	LISTA	Ebsco	Subject
science	5	2010	2019	LISTA	Ebsco	Subject
social sciences education	5	2010	2019	LISTA	Ebsco	Subject
acquisition of data	4	2010	2019	LISTA	Ebsco	Subject
authorship	4	2010	2019	LISTA	Ebsco	Subject
china	4	2010	2019	LISTA	Ebsco	Subject
climate change	4	2010	2019	LISTA	Ebsco	Subject
soviet union	116	1980	1989	LL	Ebsco	Subject
libraries	105	1980	1989	LL	Ebsco	Subject
propaganda	104	1980	1989	LL	Ebsco	Subject
conferences & conventions	14	1980	1989	LL	Ebsco	Subject
literary criticism	11	1980	1989	LL	Ebsco	Subject
political science literature	11	1980	1989	LL	Ebsco	Subject
public libraries	10	1980	1989	LL	Ebsco	Subject
american library association	7	1980	1989	LL	Ebsco	Subject
information resources	7	1980	1989	LL	Ebsco	Subject
readers' advisory services	7	1980	1989	LL	Ebsco	Subject
tsk kpss	6	1980	1989	LL	Ebsco	Subject
vsesoiuzny¿ leninski¿ kommunisticheski¿soiuz molodezhi	6	1980	1989	LL	Ebsco	Subject
alcohol	5	1980	1989	LL	Ebsco	Subject
bibliography (documentation)	5	1980	1989	LL	Ebsco	Subject
kommunisticheskaia partiia sovetskogo soiuza	5	1980	1989	LL	Ebsco	Subject
lenin, vladimir ilich, 1870-1924	5	1980	1989	LL	Ebsco	Subject
libraries & propaganda	5	1980	1989	LL	Ebsco	Subject
library science	5	1980	1989	LL	Ebsco	Subject
pharmacy -- information services	5	1980	1989	LL	Ebsco	Subject
academic libraries	4	1980	1989	LL	Ebsco	Subject
children's literature	4	1980	1989	LL	Ebsco	Subject
information services	4	1980	1989	LL	Ebsco	Subject
library services for children	4	1980	1989	LL	Ebsco	Subject
library services for teenagers	4	1980	1989	LL	Ebsco	Subject
children's literature -- history & criticism	3	1980	1989	LL	Ebsco	Subject
information needs	3	1980	1989	LL	Ebsco	Subject
kommunisticheskaia partiia sovetskogo soiuza -- congresses	3	1980	1989	LL	Ebsco	Subject
libraries & community	3	1980	1989	LL	Ebsco	Subject
libraries & society	3	1980	1989	LL	Ebsco	Subject
philosophy	3	1980	1989	LL	Ebsco	Subject
reading interests of young adults	3	1980	1989	LL	Ebsco	Subject
recommended books	3	1980	1989	LL	Ebsco	Subject
regional libraries	3	1980	1989	LL	Ebsco	Subject
socioeconomic factors	3	1980	1989	LL	Ebsco	Subject
videos	3	1980	1989	LL	Ebsco	Subject
art periodicals	2	1980	1989	LL	Ebsco	Subject
audiovisual library service	2	1980	1989	LL	Ebsco	Subject
audiovisual materials	2	1980	1989	LL	Ebsco	Subject
california	2	1980	1989	LL	Ebsco	Subject
economics literature	2	1980	1989	LL	Ebsco	Subject
educational films	2	1980	1989	LL	Ebsco	Subject
exhibitions	2	1980	1989	LL	Ebsco	Subject
freedom of information	2	1980	1989	LL	Ebsco	Subject
germany (east)	2	1980	1989	LL	Ebsco	Subject
intellectual freedom	2	1980	1989	LL	Ebsco	Subject
librarians	2	1980	1989	LL	Ebsco	Subject
libraries -- public relations	2	1980	1989	LL	Ebsco	Subject
library science -- social aspects	2	1980	1989	LL	Ebsco	Subject
medical libraries	2	1980	1989	LL	Ebsco	Subject
nuclear energy	2	1980	1989	LL	Ebsco	Subject
political science	2	1980	1989	LL	Ebsco	Subject
publicity	2	1980	1989	LL	Ebsco	Subject
publishers & publishing	2	1980	1989	LL	Ebsco	Subject
reading	2	1980	1989	LL	Ebsco	Subject
reference books	2	1980	1989	LL	Ebsco	Subject
scientific literature	2	1980	1989	LL	Ebsco	Subject
surveys	2	1980	1989	LL	Ebsco	Subject
a. m. gorky library (moscow, russia)	1	1980	1989	LL	Ebsco	Subject
academic libraries -- automation	1	1980	1989	LL	Ebsco	Subject
agricultural literature	1	1980	1989	LL	Ebsco	Subject
aids	1	1980	1989	LL	Ebsco	Subject
aims & objectives of public libraries	1	1980	1989	LL	Ebsco	Subject
art literature	1	1980	1989	LL	Ebsco	Subject
asian americans & libraries	1	1980	1989	LL	Ebsco	Subject
atheism	1	1980	1989	LL	Ebsco	Subject
authors & publishers	1	1980	1989	LL	Ebsco	Subject
book selection	1	1980	1989	LL	Ebsco	Subject
books	1	1980	1989	LL	Ebsco	Subject
books -- reviews	1	1980	1989	LL	Ebsco	Subject
boulder public library (boulder, colo.)	1	1980	1989	LL	Ebsco	Subject
british library	1	1980	1989	LL	Ebsco	Subject
calendars (publications)	1	1980	1989	LL	Ebsco	Subject
canadian library association	1	1980	1989	LL	Ebsco	Subject
children	1	1980	1989	LL	Ebsco	Subject
children's literature publishing	1	1980	1989	LL	Ebsco	Subject
children's nonfiction	1	1980	1989	LL	Ebsco	Subject
china	1	1980	1989	LL	Ebsco	Subject
china weekly review (periodical)	1	1980	1989	LL	Ebsco	Subject
college publicity	1	1980	1989	LL	Ebsco	Subject
colorado	1	1980	1989	LL	Ebsco	Subject
commercial catalogs	1	1980	1989	LL	Ebsco	Subject
communication	1	1980	1989	LL	Ebsco	Subject
communication of technical information	1	1980	1989	LL	Ebsco	Subject
conservatism -- bibliography	1	1980	1989	LL	Ebsco	Subject
continuing education	1	1980	1989	LL	Ebsco	Subject
cultural activities	1	1980	1989	LL	Ebsco	Subject
disasters	1	1980	1989	LL	Ebsco	Subject
education libraries	1	1980	1989	LL	Ebsco	Subject
education of information scientists	1	1980	1989	LL	Ebsco	Subject
educational surveys	1	1980	1989	LL	Ebsco	Subject
eliach, yaffa, 1937-2016	1	1980	1989	LL	Ebsco	Subject
engineering	1	1980	1989	LL	Ebsco	Subject
evaluation	1	1980	1989	LL	Ebsco	Subject
farber, evan ira	1	1980	1989	LL	Ebsco	Subject
gourman, jack	1	1980	1989	LL	Ebsco	Subject
great britain	1	1980	1989	LL	Ebsco	Subject
historical libraries	1	1980	1989	LL	Ebsco	Subject
history	1	1980	1989	LL	Ebsco	Subject
history of libraries	1	1980	1989	LL	Ebsco	Subject
history of publishers & publishing	1	1980	1989	LL	Ebsco	Subject
libraries	24	1990	1999	LL	Ebsco	Subject
soviet union	22	1990	1999	LL	Ebsco	Subject
bibliography (documentation)	20	1990	1999	LL	Ebsco	Subject
internet	17	1990	1999	LL	Ebsco	Subject
censorship	13	1990	1999	LL	Ebsco	Subject
propaganda	13	1990	1999	LL	Ebsco	Subject
publishers & publishing	13	1990	1999	LL	Ebsco	Subject
conferences & conventions	12	1990	1999	LL	Ebsco	Subject
libraries & propaganda	12	1990	1999	LL	Ebsco	Subject
public libraries	12	1990	1999	LL	Ebsco	Subject
computer network resources	11	1990	1999	LL	Ebsco	Subject
library science	11	1990	1999	LL	Ebsco	Subject
school libraries	10	1990	1999	LL	Ebsco	Subject
american library association	9	1990	1999	LL	Ebsco	Subject
information retrieval -- social aspects	9	1990	1999	LL	Ebsco	Subject
information storage & retrieval systems	9	1990	1999	LL	Ebsco	Subject
websites -- directories	9	1990	1999	LL	Ebsco	Subject
children's literature	8	1990	1999	LL	Ebsco	Subject
directories	8	1990	1999	LL	Ebsco	Subject
intellectual freedom	8	1990	1999	LL	Ebsco	Subject
libraries -- public relations	8	1990	1999	LL	Ebsco	Subject
recommended books	8	1990	1999	LL	Ebsco	Subject
critical thinking	7	1990	1999	LL	Ebsco	Subject
education	7	1990	1999	LL	Ebsco	Subject
history	7	1990	1999	LL	Ebsco	Subject
library science -- social aspects	7	1990	1999	LL	Ebsco	Subject
books	6	1990	1999	LL	Ebsco	Subject
ethics	6	1990	1999	LL	Ebsco	Subject
reading interests of children	6	1990	1999	LL	Ebsco	Subject
academic libraries	5	1990	1999	LL	Ebsco	Subject
bibliographies	5	1990	1999	LL	Ebsco	Subject
book selection	5	1990	1999	LL	Ebsco	Subject
california	5	1990	1999	LL	Ebsco	Subject
children's literature -- history & criticism	5	1990	1999	LL	Ebsco	Subject
china	5	1990	1999	LL	Ebsco	Subject
collection development in libraries	5	1990	1999	LL	Ebsco	Subject
library materials	5	1990	1999	LL	Ebsco	Subject
library of congress	5	1990	1999	LL	Ebsco	Subject
library orientation	5	1990	1999	LL	Ebsco	Subject
russia	5	1990	1999	LL	Ebsco	Subject
students	5	1990	1999	LL	Ebsco	Subject
teachers	5	1990	1999	LL	Ebsco	Subject
war	5	1990	1999	LL	Ebsco	Subject
book industry	4	1990	1999	LL	Ebsco	Subject
censorship in libraries	4	1990	1999	LL	Ebsco	Subject
databases	4	1990	1999	LL	Ebsco	Subject
dialog (information retrieval system)	4	1990	1999	LL	Ebsco	Subject
finance	4	1990	1999	LL	Ebsco	Subject
history of libraries	4	1990	1999	LL	Ebsco	Subject
international cooperation	4	1990	1999	LL	Ebsco	Subject
librarians	4	1990	1999	LL	Ebsco	Subject
library acquisitions	4	1990	1999	LL	Ebsco	Subject
library reference services	4	1990	1999	LL	Ebsco	Subject
new york (n.y.)	4	1990	1999	LL	Ebsco	Subject
new york (state)	4	1990	1999	LL	Ebsco	Subject
prices	4	1990	1999	LL	Ebsco	Subject
psychology	4	1990	1999	LL	Ebsco	Subject
reference books	4	1990	1999	LL	Ebsco	Subject
aims & objectives of information services	3	1990	1999	LL	Ebsco	Subject
best sellers	3	1990	1999	LL	Ebsco	Subject
books & reading	3	1990	1999	LL	Ebsco	Subject
bookstores	3	1990	1999	LL	Ebsco	Subject
children's literature publishing	3	1990	1999	LL	Ebsco	Subject
children's literature writing	3	1990	1999	LL	Ebsco	Subject
cognition	3	1990	1999	LL	Ebsco	Subject
eastern europe	3	1990	1999	LL	Ebsco	Subject
electronic books	3	1990	1999	LL	Ebsco	Subject
filtering software	3	1990	1999	LL	Ebsco	Subject
great britain	3	1990	1999	LL	Ebsco	Subject
illustrators	3	1990	1999	LL	Ebsco	Subject
information services	3	1990	1999	LL	Ebsco	Subject
international trade	3	1990	1999	LL	Ebsco	Subject
italy	3	1990	1999	LL	Ebsco	Subject
labels	3	1990	1999	LL	Ebsco	Subject
librarians -- political activity	3	1990	1999	LL	Ebsco	Subject
libraries & community	3	1990	1999	LL	Ebsco	Subject
libraries & society	3	1990	1999	LL	Ebsco	Subject
library orientation for college students	3	1990	1999	LL	Ebsco	Subject
literary criticism	3	1990	1999	LL	Ebsco	Subject
literature publishing	3	1990	1999	LL	Ebsco	Subject
oregon library association (organization)	3	1990	1999	LL	Ebsco	Subject
political science literature	3	1990	1999	LL	Ebsco	Subject
pressure groups	3	1990	1999	LL	Ebsco	Subject
public libraries -- reference services	3	1990	1999	LL	Ebsco	Subject
small presses	3	1990	1999	LL	Ebsco	Subject
social responsibility	3	1990	1999	LL	Ebsco	Subject
socioeconomic factors	3	1990	1999	LL	Ebsco	Subject
